PC1,PC2
-0.6294690049425357,1.11071900398095
-1.4859815018035458,0.493131906974545
-0.6294690049425357,1.11071900398095
-1.4859815018035458,0.493131906974545
-0.6294690049425357,1.11071900398095
-1.4859815018035458,0.493131906974545
-1.3807202456436325,0.4404669758170556
-0.6294690049425357,1.11071900398095
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-0.6294690049425357,1.11071900398095
-0.9057491073044729,-0.42480217220327127
-0.9057491073044729,-0.42480217220327127
-0.9057491073044729,-0.42480217220327127
-1.4859815018035458,0.493131906974545
-0.6294690049425357,1.11071900398095
-0.04923661044346292,0.19278492480313383
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-1.4859815018035458,0.493131906974545
-0.6294690049425357,1.11071900398095
-1.4859815018035458,0.493131906974545
-1.4859815018035458,0.493131906974545
-1.4859815018035458,0.493131906974545
-1.4859815018035458,0.493131906974545
-0.9057491073044729,-0.42480217220327127
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-0.6294690049425357,1.11071900398095
-0.621588080288317,1.0922746352368953
-1.4859815018035458,0.493131906974545
-1.4781005771493272,0.4746875382304903
-1.4859815018035458,0.493131906974545
